hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,42,2016,April,51,10,3,5,3,1.0,0,BB,BRA,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,31.0,,0,Transient,70.66,0,1,Check-Out,2017-10-30
Resort Hotel,1,37,2016,June,6,21,1,6,2,0.0,0,HB,GBR,Offline TA/TO,Corporate,0,1,1,D,C,0,No Deposit,36.0,,0,Transient,128.75,0,3,Canceled,2017-07-07
City Hotel,0,72,2017,April,3,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,1.0,,0,Contract,123.61,0,0,Check-Out,2017-11-29
Resort Hotel,0,68,2017,May,50,12,0,6,1,0.0,0,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,25.0,,0,Transient-Party,52.65,0,0,Check-Out,2016-01-26
City Hotel,0,9,2016,February,12,1,0,6,4,0.0,0,HB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,6.0,,0,Transient,66.68,0,2,Check-Out,2016-12-31
City Hotel,0,85,2016,September,13,20,0,9,2,0.0,0,SC,ITA,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,20.0,131.0,0,Transient,100.06,0,2,Check-Out,2016-10-23
City Hotel,0,9,2016,October,42,21,0,9,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,47.54,0,0,Check-Out,2017-03-11
Resort Hotel,0,18,2016,June,32,27,2,3,2,0.0,0,BB,ITA,Online TA,Direct,0,0,0,C,C,1,Non Refund,31.0,,0,Transient-Party,219.03,0,1,Check-Out,2016-10-07
City Hotel,0,4,2016,January,28,15,3,6,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,B,B,0,No Deposit,11.0,,0,Transient,57.27,0,0,Check-Out,2017-11-07
City Hotel,0,122,2015,January,52,15,2,8,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,26.0,,0,Transient,84.43,0,2,Check-Out,2017-07-05
City Hotel,0,100,2015,September,5,6,0,0,2,0.0,0,SC,DEU,Direct,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,121.49,0,2,Check-Out,2016-06-03
City Hotel,0,34,2016,December,49,13,2,6,2,0.0,0,FB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient,115.89,0,1,Check-Out,2017-11-03
City Hotel,0,86,2017,November,14,1,0,9,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,1,B,D,0,No Deposit,3.0,,0,Transient,132.76,0,1,Check-Out,2016-06-02
City Hotel,0,178,2016,May,33,15,1,1,1,1.0,0,HB,FRA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,59.43,0,3,Check-Out,2016-11-05
City Hotel,0,15,2016,June,17,20,3,7,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient,43.98,0,0,Check-Out,2016-08-29
Resort Hotel,0,38,2017,February,16,23,0,0,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,1,No Deposit,4.0,,108,Transient,109.49,0,1,Check-Out,2016-01-16
Resort Hotel,1,8,2017,January,17,19,3,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,1,E,E,0,No Deposit,6.0,,0,Transient,64.17,0,0,Canceled,2016-12-01
City Hotel,1,1,2016,October,30,23,1,8,1,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,72.18,0,3,Canceled,2016-10-02
City Hotel,1,13,2015,June,46,19,2,9,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,23.0,,112,Transient,68.91,0,0,Canceled,2016-06-24
City Hotel,0,80,2017,June,6,22,1,7,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient-Party,68.85,0,0,Check-Out,2017-03-29
Resort Hotel,0,63,2016,May,35,13,0,7,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Contract,39.65,0,0,Check-Out,2017-01-22
City Hotel,0,42,2017,April,45,17,1,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,30.0,100.0,0,Contract,56.88,0,0,Check-Out,2017-02-25
City Hotel,0,70,2016,December,39,18,1,8,2,0.0,0,SC,BEL,Groups,TA/TO,0,0,0,B,B,0,No Deposit,10.0,,0,Transient,88.5,0,4,Check-Out,2017-06-26
Resort Hotel,0,150,2015,October,51,17,2,6,1,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,34.0,,0,Transient,155.97,0,2,Check-Out,2016-12-14
Resort Hotel,0,66,2016,September,1,16,0,9,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,E,E,0,Refundable,25.0,,0,Transient,196.38,0,3,Check-Out,2017-08-20
City Hotel,0,111,2017,May,19,22,3,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,14.0,,0,Transient-Party,146.62,0,0,Check-Out,2017-06-20
Resort Hotel,1,51,2016,September,23,7,2,0,1,0.0,0,Undefined,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Transient-Party,115.85,0,0,Canceled,2016-05-05
City Hotel,0,3,2016,May,28,9,3,5,1,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,22.0,,0,Transient,150.98,0,1,Check-Out,2016-12-25
City Hotel,0,42,2016,July,17,15,3,7,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,18.0,,0,Transient,97.98,0,1,Check-Out,2017-09-15
City Hotel,0,156,2017,February,14,19,2,7,2,0.0,0,FB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,116.54,0,3,Check-Out,2017-06-01
City Hotel,0,73,2015,September,45,15,0,3,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,1,E,E,0,No Deposit,34.0,,0,Transient,137.32,0,0,Check-Out,2017-02-07
Resort Hotel,1,364,2017,January,13,6,2,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,2,A,A,0,Non Refund,12.0,,0,Transient,129.39,0,1,Canceled,2016-01-30
Resort Hotel,0,79,2017,September,50,24,3,8,3,0.0,0,BB,FRA,Groups,Corporate,0,1,0,A,A,0,No Deposit,12.0,,0,Transient,148.07,0,1,Check-Out,2017-03-19
City Hotel,0,131,2016,August,2,16,0,8,3,0.0,0,SC,PRT,Online TA,Corporate,0,0,0,A,A,0,No Deposit,35.0,,0,Transient,135.53,0,1,Check-Out,2016-03-08
Resort Hotel,0,144,2017,January,23,13,1,8,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,4.0,,0,Transient,71.97,0,4,Check-Out,2016-02-04
City Hotel,1,61,2017,July,32,25,0,6,2,0.0,0,BB,PRT,Online TA,Corporate,1,1,0,A,A,0,No Deposit,,,0,Transient,133.93,0,3,Canceled,2016-11-15
City Hotel,1,51,2016,March,51,13,3,8,3,0.0,0,BB,USA,Online TA,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,71.31,0,2,Canceled,2017-08-17
City Hotel,0,79,2015,June,40,5,3,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,137.94,0,0,Check-Out,2017-09-07
Resort Hotel,1,140,2016,January,1,28,0,7,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,29.0,,0,Transient,86.57,0,0,Canceled,2017-06-19
City Hotel,1,111,2016,September,39,11,3,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,46.87,0,1,Canceled,2017-11-17
City Hotel,0,105,2016,July,17,26,1,7,1,0.0,0,BB,ESP,Online TA,Direct,0,0,0,C,C,0,No Deposit,12.0,,0,Transient,42.0,0,0,Check-Out,2017-05-03
City Hotel,0,14,2017,May,45,15,3,1,2,0.0,0,Undefined,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,7.0,,0,Transient-Party,202.14,0,2,Check-Out,2017-03-05
Resort Hotel,0,41,2017,November,41,7,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,57.74,0,3,Check-Out,2017-04-07
Resort Hotel,0,97,2016,August,10,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,147.63,0,1,Check-Out,2017-06-16
Resort Hotel,0,52,2016,August,19,26,2,4,2,0.0,0,BB,BEL,Groups,TA/TO,0,0,0,C,C,0,No Deposit,6.0,,0,Transient,135.4,0,1,Check-Out,2016-09-23
Resort Hotel,0,202,2015,February,43,27,3,8,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,39.0,,0,Transient,146.47,0,1,Check-Out,2016-09-13
Resort Hotel,0,4,2016,July,48,4,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,24.0,,0,Transient,59.66,0,1,Check-Out,2017-08-10
City Hotel,0,29,2015,September,32,28,0,7,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,D,D,1,No Deposit,28.0,,0,Transient,86.13,0,1,Check-Out,2017-07-01
City Hotel,0,4,2017,December,12,24,1,8,1,0.0,0,HB,GBR,Offline TA/TO,Direct,0,1,0,F,F,0,No Deposit,33.0,,0,Transient,61.19,0,2,Check-Out,2016-08-27
Resort Hotel,0,28,2017,August,21,19,0,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,2.0,,0,Transient,149.3,0,0,Check-Out,2017-08-06
Resort Hotel,0,1,2016,March,42,6,3,6,4,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,,117.0,0,Transient-Party,171.63,0,1,Check-Out,2016-03-16
City Hotel,1,328,2017,September,32,17,2,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,1,A,A,1,No Deposit,32.0,,0,Transient,102.85,0,0,Canceled,2016-10-21
City Hotel,1,80,2016,January,11,12,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,33.0,115.0,0,Transient-Party,201.39,1,2,Canceled,2016-08-28
Resort Hotel,0,69,2017,April,15,4,1,2,2,0.0,0,SC,PRT,Direct,TA/TO,0,0,0,A,A,1,Non Refund,18.0,,0,Transient,116.65,0,1,Check-Out,2016-07-28
City Hotel,0,72,2016,December,11,28,2,2,2,0.0,0,SC,ESP,Direct,TA/TO,0,0,0,C,C,0,Non Refund,25.0,,0,Transient,95.58,0,0,Check-Out,2017-02-10
Resort Hotel,0,31,2015,October,25,17,2,8,2,2.0,0,SC,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,24.0,,37,Transient,109.3,0,1,Check-Out,2017-07-11
City Hotel,1,15,2016,November,24,3,2,6,2,1.0,0,SC,DEU,Offline TA/TO,Direct,0,0,0,A,A,1,No Deposit,5.0,,0,Transient,126.66,0,0,Canceled,2016-06-02
City Hotel,0,87,2015,May,29,10,1,9,2,0.0,0,FB,ITA,Online TA,Direct,0,0,0,D,D,0,No Deposit,8.0,,0,Transient-Party,38.37,0,0,Check-Out,2016-01-16
Resort Hotel,0,11,2016,September,50,24,2,4,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,Non Refund,32.0,136.0,0,Transient,116.65,0,0,Check-Out,2017-04-09
City Hotel,0,4,2016,September,34,13,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,21.0,,0,Transient,97.65,0,0,Check-Out,2017-02-27
City Hotel,0,34,2017,March,31,14,2,9,2,0.0,1,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,92.97,0,1,Check-Out,2017-01-16
City Hotel,1,74,2017,December,20,4,3,6,2,0.0,0,SC,ITA,Complementary,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Contract,98.9,0,0,Canceled,2017-07-21
Resort Hotel,0,7,2015,December,34,4,1,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,1,B,B,1,No Deposit,8.0,,0,Transient,148.82,0,0,Check-Out,2017-08-11
City Hotel,0,147,2016,February,50,28,3,0,1,0.0,0,BB,ITA,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,38.0,,0,Transient-Party,105.0,0,2,Check-Out,2017-11-03
City Hotel,0,66,2017,October,1,27,0,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,31.0,,0,Transient-Party,53.69,0,2,Check-Out,2017-06-06
Resort Hotel,1,214,2015,June,19,3,1,8,1,0.0,0,BB,FRA,Online TA,TA/TO,1,0,0,E,E,0,No Deposit,34.0,,0,Transient,108.06,1,3,Canceled,2017-04-05
Resort Hotel,0,3,2016,September,3,16,1,8,3,1.0,0,BB,GBR,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,21.0,,0,Transient,93.73,0,0,Check-Out,2016-08-15
City Hotel,0,1,2017,July,11,20,3,7,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient,104.92,2,0,Check-Out,2016-06-04
City Hotel,1,24,2016,March,4,25,0,1,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,101.16,0,0,Canceled,2017-06-07
City Hotel,1,2,2017,February,31,16,0,5,1,0.0,0,BB,CN,Online TA,Corporate,0,0,1,D,D,0,No Deposit,39.0,,0,Group,120.53,0,0,Canceled,2017-08-26
City Hotel,0,129,2016,July,43,25,1,1,2,1.0,0,HB,ESP,Direct,TA/TO,0,0,0,D,D,0,No Deposit,16.0,,0,Transient,42.06,0,1,Check-Out,2016-05-30
City Hotel,0,105,2016,November,49,4,3,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,24.0,,0,Transient,43.66,0,1,Check-Out,2017-01-07
Resort Hotel,0,42,2015,October,13,1,1,6,3,0.0,1,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,100.54,0,0,Check-Out,2017-04-21
City Hotel,0,15,2015,April,37,14,2,1,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,92.82,0,1,Check-Out,2017-09-16
City Hotel,1,64,2015,November,18,8,0,7,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient,61.5,0,0,Canceled,2017-02-19
Resort Hotel,1,65,2017,May,17,22,3,7,1,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,18.0,,0,Transient-Party,12.66,0,2,Canceled,2016-01-10
City Hotel,0,128,2017,July,32,10,3,0,2,0.0,0,HB,PRT,Online TA,GDS,0,0,0,C,C,0,No Deposit,16.0,,0,Transient-Party,115.81,0,0,Check-Out,2016-02-05
City Hotel,0,16,2017,April,36,12,0,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,11.0,,0,Transient,84.27,0,1,Check-Out,2017-04-08
Resort Hotel,0,109,2015,July,31,15,2,2,2,1.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,C,C,1,No Deposit,,,0,Transient,119.52,0,2,Check-Out,2016-12-05
Resort Hotel,0,93,2016,July,6,27,0,0,2,0.0,0,SC,USA,Online TA,TA/TO,1,0,0,C,C,0,Non Refund,28.0,,0,Transient,116.73,1,2,Check-Out,2017-03-08
Resort Hotel,0,45,2017,September,22,3,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,21.0,,0,Transient,136.7,0,0,Check-Out,2016-04-05
City Hotel,0,4,2017,June,15,16,2,8,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,56.72,1,0,Check-Out,2016-04-11
City Hotel,0,9,2015,July,1,11,3,0,2,0.0,0,SC,BRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient,105.7,0,0,Check-Out,2017-10-14
Resort Hotel,0,8,2017,August,3,2,0,6,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,39.0,,0,Group,198.58,0,1,Check-Out,2017-08-31
City Hotel,0,63,2015,June,24,23,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,115.72,0,0,Check-Out,2017-07-30
City Hotel,0,154,2015,July,6,26,2,8,2,0.0,0,SC,DEU,Online TA,Direct,0,0,0,D,D,0,No Deposit,17.0,,0,Transient,171.88,0,0,Check-Out,2016-08-29
City Hotel,0,86,2017,February,39,5,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,23.0,,0,Transient,136.29,0,3,Check-Out,2016-01-18
Resort Hotel,0,21,2016,November,3,22,2,6,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,64.76,0,3,Check-Out,2016-03-08
Resort Hotel,0,76,2016,February,13,20,0,9,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,27.0,,0,Transient-Party,213.09,0,0,Check-Out,2016-08-14
City Hotel,0,91,2016,November,52,20,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,31.0,,0,Transient,167.31,0,1,Check-Out,2017-09-30
Resort Hotel,0,323,2017,October,37,13,2,3,2,0.0,0,SC,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,46.88,0,1,Check-Out,2016-07-09
City Hotel,0,4,2015,December,29,9,2,2,2,0.0,0,SC,BEL,Groups,Corporate,0,0,0,A,A,1,No Deposit,17.0,,0,Transient,97.81,0,0,Check-Out,2017-06-22
City Hotel,0,66,2017,January,1,2,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,39.0,,0,Transient-Party,185.13,0,2,Check-Out,2016-11-06
City Hotel,1,177,2016,March,3,1,3,6,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,25.0,,0,Transient,133.71,0,0,Canceled,2016-04-02
City Hotel,0,4,2015,January,48,5,3,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,29.0,,0,Transient,22.02,0,0,Check-Out,2017-01-31
City Hotel,0,23,2016,June,42,15,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,1,A,A,1,No Deposit,33.0,,0,Transient,73.5,0,0,Check-Out,2017-04-05
City Hotel,0,77,2016,November,50,4,1,1,1,0.0,0,BB,ITA,Offline TA/TO,Direct,0,1,0,B,B,0,No Deposit,10.0,,0,Transient,69.38,0,0,Check-Out,2017-05-01
Resort Hotel,0,40,2016,October,43,20,2,6,2,0.0,0,BB,DEU,Direct,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient,171.64,0,1,Check-Out,2016-06-19
City Hotel,0,56,2016,September,1,18,1,7,2,1.0,0,Undefined,FRA,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,37.0,,0,Transient,128.19,0,4,Check-Out,2016-05-24
Resort Hotel,1,54,2016,November,42,10,1,4,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,91.16,0,0,Canceled,2016-08-13
Resort Hotel,0,91,2016,January,24,3,2,4,2,0.0,0,BB,ITA,Offline TA/TO,Direct,0,0,0,C,C,0,No Deposit,5.0,,0,Transient,69.96,0,0,Check-Out,2017-04-04
City Hotel,0,34,2017,October,37,15,3,4,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,135.12,0,1,Check-Out,2016-09-09
Resort Hotel,1,97,2017,April,22,24,1,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,1.0,,0,Transient,99.43,0,1,Canceled,2016-06-22
City Hotel,1,120,2016,September,38,12,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,17.0,,0,Transient-Party,113.11,0,0,Canceled,2017-03-11
City Hotel,0,72,2016,October,44,23,2,9,2,2.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient,132.3,1,0,Check-Out,2016-11-26
Resort Hotel,0,28,2016,September,51,9,2,0,2,0.0,0,BB,USA,Online TA,Corporate,0,0,0,A,A,0,No Deposit,25.0,,0,Transient,112.83,0,2,Check-Out,2017-05-24
Resort Hotel,0,172,2016,June,29,3,2,7,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,191,Transient,43.99,0,1,Check-Out,2016-03-14
City Hotel,0,2,2015,August,15,19,2,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,1,E,E,0,Non Refund,29.0,,0,Transient,143.45,0,2,Check-Out,2017-10-13
City Hotel,1,54,2016,June,32,25,3,1,2,1.0,0,BB,PRT,Online TA,Corporate,0,0,1,B,B,0,No Deposit,,116.0,0,Transient-Party,151.61,0,1,Canceled,2017-10-24
City Hotel,0,110,2015,August,26,25,2,2,3,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,A,A,0,No Deposit,5.0,125.0,0,Transient,199.81,0,1,Check-Out,2017-09-04
Resort Hotel,1,38,2016,June,11,27,2,2,1,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,9.0,,0,Transient,76.9,0,1,Canceled,2016-01-13
City Hotel,0,31,2017,May,38,4,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,8.0,,0,Transient,162.71,0,1,Check-Out,2017-09-14
City Hotel,0,10,2016,March,5,2,1,8,2,2.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Contract,162.54,0,0,Check-Out,2016-02-29
City Hotel,1,46,2016,May,21,16,1,9,1,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient,153.01,0,0,Canceled,2017-09-14
City Hotel,0,214,2016,September,37,27,1,6,2,2.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient,112.17,0,2,Check-Out,2017-09-29
City Hotel,0,2,2017,November,48,28,2,1,2,1.0,0,BB,BEL,Online TA,TA/TO,0,2,0,A,C,0,Non Refund,16.0,,0,Transient,63.75,0,5,Check-Out,2016-09-05
Resort Hotel,1,4,2016,February,33,8,2,9,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,34.0,,0,Transient,91.9,0,1,Canceled,2017-11-16
City Hotel,1,183,2016,March,51,11,3,8,2,1.0,0,SC,PRT,Online TA,TA/TO,1,0,0,B,B,0,No Deposit,31.0,,0,Transient,54.62,0,1,Canceled,2016-11-05
City Hotel,0,407,2017,July,44,19,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,18.0,,199,Transient,37.12,0,2,Check-Out,2016-09-20
City Hotel,0,76,2015,September,13,26,2,3,2,0.0,0,SC,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,12.0,,0,Transient,138.9,0,3,Check-Out,2016-05-02
Resort Hotel,0,397,2016,March,44,5,1,7,1,0.0,0,SC,IRL,Online TA,Direct,0,1,0,D,D,0,No Deposit,,,0,Transient,67.24,0,0,Check-Out,2017-10-12
Resort Hotel,0,62,2016,April,18,28,1,0,2,0.0,0,FB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,35.0,,0,Transient,15.9,0,1,Check-Out,2017-01-29
City Hotel,0,65,2017,January,33,23,0,0,2,0.0,0,BB,DEU,Direct,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,110.61,0,1,Check-Out,2016-10-07
City Hotel,0,103,2017,January,11,2,1,6,2,0.0,0,HB,BEL,Direct,TA/TO,0,1,0,A,A,0,No Deposit,21.0,,0,Transient,141.59,0,0,Check-Out,2016-10-04
City Hotel,0,300,2017,February,28,24,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,2.0,,0,Transient-Party,133.46,0,3,Check-Out,2017-09-23
City Hotel,1,27,2016,September,36,18,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,2,A,A,0,No Deposit,23.0,,0,Transient,60.66,0,1,Canceled,2017-11-10
Resort Hotel,1,61,2015,November,48,28,0,7,2,1.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,39.0,,0,Transient-Party,78.01,1,0,Canceled,2017-07-11
City Hotel,1,216,2016,June,50,6,1,5,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,E,E,0,No Deposit,1.0,,0,Transient-Party,123.61,0,0,Canceled,2016-01-30
City Hotel,0,202,2017,March,42,28,3,7,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,13.0,,5,Contract,145.83,0,1,Check-Out,2017-06-03
Resort Hotel,0,179,2017,December,30,2,0,1,2,0.0,0,SC,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,21.0,,128,Transient-Party,124.7,0,2,Check-Out,2016-12-05
City Hotel,1,96,2017,April,46,3,0,0,2,0.0,0,HB,BEL,Corporate,TA/TO,0,1,0,F,F,0,No Deposit,11.0,,0,Transient,144.36,0,2,Canceled,2016-02-29
City Hotel,0,96,2015,February,6,13,1,2,2,0.0,0,SC,GBR,Corporate,TA/TO,0,0,1,C,C,0,No Deposit,5.0,,0,Transient,97.55,0,4,Check-Out,2017-07-29
City Hotel,0,63,2017,February,52,19,1,2,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,1,0,E,E,0,Non Refund,12.0,,0,Transient-Party,123.02,0,0,Check-Out,2016-07-26
City Hotel,0,6,2017,May,11,5,3,3,2,0.0,0,SC,USA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,16.0,,0,Transient,114.83,0,2,Check-Out,2017-04-04
City Hotel,0,35,2017,September,21,8,0,7,2,0.0,0,BB,ITA,Online TA,Direct,0,0,0,D,D,1,No Deposit,13.0,,0,Transient,55.57,0,2,Check-Out,2017-03-22
City Hotel,0,111,2017,May,48,11,1,1,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,C,C,0,Non Refund,,,0,Transient,25.63,0,2,Check-Out,2017-08-28
City Hotel,0,37,2016,June,38,4,1,1,2,0.0,0,BB,GBR,Direct,TA/TO,0,0,1,A,A,1,No Deposit,,136.0,0,Transient-Party,66.39,0,0,Check-Out,2016-01-26
